iter	Passed	Remaining
556	1200	954
557	1202	952
558	1204	949
559	1205	947
560	1207	945
561	1209	942
562	1211	940
563	1213	937
564	1215	935
565	1217	933
566	1219	931
567	1221	928
568	1222	926
569	1224	923
570	1225	920
571	1227	918
572	1229	916
573	1231	914
574	1233	911
575	1235	909
576	1237	907
577	1239	904
578	1241	902
579	1243	900
580	1245	898
581	1248	896
582	1250	894
583	1252	892
584	1254	890
585	1256	887
586	1258	885
587	1260	883
588	1263	881
589	1265	879
590	1267	877
591	1269	875
592	1271	872
593	1274	870
594	1276	868
595	1278	866
596	1280	864
597	1282	862
598	1284	860
599	1286	857
600	1289	856
601	1291	854
602	1294	852
603	1296	850
604	1298	847
605	1300	845
606	1302	843
607	1305	841
608	1307	839
609	1309	837
610	1311	834
611	1313	832
612	1315	830
613	1317	828
614	1320	826
615	1322	824
616	1323	821
617	1325	819
618	1326	816
619	1328	814
620	1330	811
621	1332	809
622	1334	807
623	1336	805
624	1337	802
625	1339	800
626	1340	797
627	1342	795
628	1346	794
629	1348	792
630	1350	789
631	1352	787
632	1354	785
633	1355	782
634	1357	780
635	1360	778
636	1362	776
637	1364	774
638	1366	772
639	1369	770
640	1371	768
641	1372	765
642	1375	763
643	1377	761
644	1379	759
645	1383	757
646	1385	755
647	1386	753
648	1389	751
649	1391	749
650	1393	746
651	1395	744
652	1396	742
653	1398	739
654	1400	737
655	1403	735
656	1404	733
657	1405	730
658	1408	728
659	1409	726
660	1411	723
661	1413	721
662	1415	719
663	1417	717
664	1419	714
665	1421	712
666	1422	710
667	1424	708
668	1426	705
669	1428	703
670	1429	701
671	1431	698
672	1433	696
673	1435	694
674	1437	692
675	1439	689
676	1440	687
677	1442	685
678	1444	682
679	1446	680
680	1447	678
681	1449	676
682	1451	673
683	1453	671
684	1455	669
685	1457	667
686	1459	664
687	1461	662
688	1462	660
689	1464	658
690	1466	655
691	1468	653
692	1470	651
693	1471	649
694	1473	646
695	1475	644
696	1477	642
697	1479	640
698	1481	637
699	1483	635
700	1484	633
701	1486	631
702	1488	628
703	1490	626
704	1492	624
705	1494	622
706	1496	620
707	1498	618
708	1500	615
709	1502	613
710	1504	611
711	1506	609
712	1508	607
713	1510	604
714	1511	602
715	1513	600
716	1514	597
717	1516	595
718	1518	593
719	1520	591
720	1522	589
721	1523	586
722	1525	584
723	1527	582
724	1529	579
725	1531	577
726	1533	575
727	1535	573
728	1536	571
729	1539	569
730	1540	566
731	1542	564
732	1544	562
733	1546	560
734	1547	558
735	1549	555
736	1552	553
737	1554	551
738	1556	549
739	1558	547
740	1559	545
741	1561	542
742	1563	540
743	1565	538
744	1568	536
745	1570	534
746	1572	532
747	1574	530
748	1575	528
749	1578	526
750	1579	523
751	1582	521
752	1584	519
753	1586	517
754	1588	515
755	1590	513
756	1591	510
757	1593	508
758	1596	506
759	1597	504
760	1600	502
761	1602	500
762	1604	498
763	1605	496
764	1607	493
765	1609	491
766	1611	489
767	1614	487
768	1616	485
769	1618	483
770	1619	481
771	1621	478
772	1623	476
773	1625	474
774	1627	472
775	1629	470
776	1632	468
777	1634	466
778	1635	463
779	1637	461
780	1639	459
781	1641	457
782	1643	455
783	1645	453
784	1647	451
785	1649	449
786	1651	447
787	1653	444
788	1656	442
789	1658	440
790	1661	438
791	1663	436
792	1665	434
793	1667	432
794	1669	430
795	1671	428
796	1674	426
797	1676	424
798	1679	422
799	1680	420
800	1683	418
801	1685	416
802	1688	414
803	1690	412
804	1692	410
805	1694	407
806	1696	405
807	1698	403
808	1700	401
809	1702	399
810	1704	397
811	1705	394
812	1707	392
813	1709	390
814	1711	388
815	1713	386
816	1715	384
817	1717	382
818	1719	379
819	1721	377
820	1722	375
821	1724	373
822	1726	371
823	1728	369
824	1730	367
825	1732	364
826	1734	362
827	1736	360
828	1738	358
829	1740	356
830	1742	354
831	1743	352
832	1745	350
833	1747	347
834	1749	345
835	1751	343
836	1753	341
837	1755	339
838	1757	337
839	1759	335
840	1761	332
841	1763	330
842	1765	328
843	1766	326
844	1768	324
845	1770	322
846	1772	320
847	1773	317
848	1775	315
849	1777	313
850	1779	311
851	1781	309
852	1782	307
853	1784	305
854	1786	303
855	1788	300
856	1790	298
857	1792	296
858	1794	294
859	1795	292
860	1797	290
861	1799	288
862	1801	285
863	1803	283
864	1805	281
865	1807	279
866	1809	277
867	1810	275
868	1812	273
869	1814	271
870	1816	269
871	1817	266
872	1820	264
873	1822	262
874	1824	260
875	1826	258
876	1828	256
877	1830	254
878	1832	252
879	1834	250
880	1836	248
881	1838	245
882	1840	243
883	1841	241
884	1843	239
885	1845	237
886	1847	235
887	1849	233
888	1851	231
889	1853	229
890	1855	227
891	1857	224
892	1860	222
893	1862	220
894	1864	218
895	1866	216
896	1869	214
897	1871	212
898	1873	210
899	1877	208
900	1879	206
901	1881	204
902	1883	202
903	1886	200
904	1888	198
905	1889	196
906	1891	193
907	1894	191
908	1896	189
909	1898	187
910	1900	185
911	1902	183
912	1903	181
913	1905	179
914	1907	177
915	1909	175
916	1911	173
917	1913	170
918	1914	168
919	1917	166
920	1919	164
921	1920	162
922	1922	160
923	1924	158
924	1926	156
925	1929	154
926	1931	152
927	1933	150
928	1935	147
929	1937	145
930	1939	143
931	1941	141
932	1943	139
933	1945	137
934	1947	135
935	1949	133
936	1950	131
937	1952	129
938	1954	126
939	1956	124
940	1958	122
941	1960	120
942	1963	118
943	1964	116
944	1966	114
945	1969	112
946	1971	110
947	1973	108
948	1975	106
949	1977	104
950	1979	102
951	1981	99
952	1983	97
953	1985	95
954	1988	93
955	1989	91
956	1991	89
957	1994	87
958	1995	85
959	1997	83
960	2000	81
961	2001	79
962	2003	76
963	2005	74
964	2007	72
965	2008	70
966	2010	68
967	2012	66
968	2014	64
969	2016	62
970	2018	60
971	2020	58
972	2021	56
973	2023	54
974	2025	51
975	2027	49
976	2029	47
977	2031	45
978	2033	43
979	2035	41
980	2036	39
981	2038	37
982	2040	35
983	2042	33
984	2044	31
985	2046	29
986	2048	26
987	2050	24
988	2052	22
989	2054	20
990	2055	18
991	2057	16
992	2059	14
993	2061	12
994	2063	10
995	2065	8
996	2067	6
997	2069	4
998	2071	2
999	2072	0
